token_len,entity_count,bridge_flag,label,question,id
11,2,0,B,Which French author wrote the novels 'The Counterfeiters' and 'The Immoralist'?,single_trivia_dev_7239
15,2,1,B,Prior to Gordon Brown who was the last Prime Minister to represent a Scottish constituency?,single_trivia_dev_7131
14,3,0,B,Former professional footballer Neil Ruddock played for which English club from 1986 to 1988?,single_trivia_dev_1246
15,3,0,C,Flamenco dancer Joaquin Cortes hit the headlines in 1996 over his relationship with which supermodel?,single_trivia_dev_70
8,2,0,C,In which year was the United Nations founded?,single_trivia_dev_2791
14,3,1,B,"When 'Titanic' left Southampton in April 1912, where was her first port of call?",single_trivia_dev_4954
17,8,0,B,"The seven psalms – 6, 32, 38, 51, 102, 130 and 143 are known collectively as what?",single_trivia_dev_622
20,1,0,B,The Wars of the Diadochi were a series of conflicts fought for the control of an empire after whose death?,single_trivia_dev_6584
23,2,0,B,"Which actor, famous for 'Please Sir!' and 'Sykes' has 'acted' in every performance of 'The Mousetrap' reading a news bulletin via a recording?",single_trivia_dev_7757
15,1,1,C,Who was the president of the USA at the time of the Wall Street Crash?,single_trivia_dev_4895
14,1,0,B,In the human body what is the common name for the third molar teeth?,single_trivia_dev_1441
13,2,0,B,The 'Telegraph & Argus' is a local daily newspaper based in which city?,single_trivia_dev_5378
10,2,0,B,The London Promenade concerts were founded by which English composer/conductor?,single_trivia_dev_2827
15,3,0,B,In 2008 Great Leighs became the first new venue for which sport for 80 years?,single_trivia_dev_1656
13,2,0,B,Which nation in 2013 became the first to legalize marijuana production and sale?,single_trivia_dev_2514
12,1,0,B,"Which Shakespearian character said ‘But soft, what light through yonder window breaks’?",single_trivia_dev_879
10,3,0,B,Who succeeded James Callaghan as leader of Britain's Labour Party?,single_trivia_dev_2790
12,0,1,B,Within body language the physical space/closeness between people is significant and called?,single_trivia_dev_2737
14,2,1,B,Who is generally considered to have invented the first electric battery cell in 1800?,single_trivia_dev_2249
23,6,0,B,"What is the vivid blue semi-percious stone, historically mined in Afghanistan's Badakhshan province and prized by the ancient Egyptians, Mesopotamians, Greeks and Romans?",single_trivia_dev_2235
10,3,0,B,Who replaced Mary Robinson as president of Ireland in 1997?,single_trivia_dev_152
14,3,0,B,Which Npower Football League Division 2 club plays at home at the Kassam Stadium?,single_trivia_dev_5448
20,2,0,B,Which veteran performer in rock music began his hit-making career in the mid 1960's with the Belfast quartet named 'Them'?,single_trivia_dev_1970
10,1,1,B,Who is the famous brother of the actress Shirley MacLaine?,single_trivia_dev_6448
9,2,0,B,Which car company manufactured the 'Renown' and 'Mayflower' models?,single_trivia_dev_5387
15,5,0,B,In which ITV comedy do Steve Pemberton and Siobhan Finneran play 'Mick' and 'Janice Garvey'?,single_trivia_dev_6813
24,3,0,B,"Which artist (1518-1594), born Jacopo Comin, also known as Jacopo Robusti, is known by a nickname taken from his father's occupation as a dyer?",single_trivia_dev_5189
14,1,0,B,In which famous school was the game of squash invented in the 20th century?,single_trivia_dev_5062
14,1,0,C,The Birth of Venus by Botticelli hangs in an art gallery in which city?,single_trivia_dev_5971
9,0,0,B,The River Thames has its source in which county?,single_trivia_dev_5885
8,2,0,B,Which reggae singing star died 11th May 1981?,single_trivia_dev_2813
13,2,0,B,"Black, White, Sumatran and Javan are varieties of which endangered species of animal?",single_trivia_dev_6396
22,1,0,B,"What plant, a bushy herb of the mint family, has a heavy, strong scent, and has been used for centuries in perfumes?",single_trivia_dev_3807
17,3,0,B,"Vaquita porpoise 'maw', an illegally trafficked delicacy in Chinese cuisine, priced upwards of $10,000/kilo, is the creature's?",single_trivia_dev_2703
11,2,0,B,Which member of the Beatles was also known as Nelson Wilbury?,single_trivia_dev_688
19,2,0,B,Which study in magic and religion by James George Frazer took its name from an incident in 'The Aeneid'?,single_trivia_dev_7681
15,3,0,B,"""Who sang the theme tune, """"My Heart Will Go On"""", in the 1997 film, """"Titanic""""?""",single_trivia_dev_4964
17,1,0,B,Who played the parts of the twins in the 1998 remake of the film 'The Parent Trap'?,single_trivia_dev_5632
7,2,0,B,"What is 100 degrees Celsius, in Fahrenheit?",single_trivia_dev_4286
18,2,0,B,‘I’ll Be There For You’ by The Rembrandts is the theme tune to which US tv comedy series?,single_trivia_dev_661
15,3,0,B,Which SS commander died as a result of an assassination attempt in Prague in 1942?,single_trivia_dev_4640
7,2,0,B,Which American President was in office 1869-1877?,single_trivia_dev_6221
7,2,0,C,Which singer starred in 1970 film 'Gunfight'?,single_trivia_dev_468
13,2,0,B,"""The character """"Eliza Doolittle"""" in """"My Fair Lady"""" was originally created by whom?""",single_trivia_dev_4001
26,2,1,B,"""In the 1933 film She Done Him Wrong, who was the actor to whom Mae West said, """"Why don't you come up sometime and see me""""?""",single_trivia_dev_2133
13,3,1,B,Who played both Flash Gordon and Buck Rogers on film in the 1930s?,single_trivia_dev_1951
9,3,0,C,Who won Britain’s only 2014 Winter Olympics gold medal?,single_trivia_dev_6384
13,4,0,B,"Who, in 1989, replaced Robin Day as presenter of BBC TV's Question Time?",single_trivia_dev_5688
12,2,0,B,What position is no.9 in rugby league and no.2 in rugby union?,single_trivia_dev_5031
9,0,0,B,"Is the sea horse a mammal, fish or mollusk?",single_trivia_dev_8810
7,2,1,B,Who was king of England In 1300?,single_trivia_dev_5350
19,2,0,B,‘Stone walls do not a ‘what’ make’ is a line from a poem by 17th Century poet Richard Lovelace?,single_trivia_dev_1185
20,3,0,B,"One of the new seven wonders of the modern world, in what country is the carved city of Petra located?",single_trivia_dev_8464
15,3,1,B,"Holding office from 1901 to 1909, who was the 26th President of the United States?",single_trivia_dev_8830
22,5,0,B,"Gregory Peck, Robert Mitchum and Martin Balsam had cameo roles in the 1991 remake of what 1962 film in which they starred?",single_trivia_dev_2628
20,4,0,B,"The character 'James Bond' was created by Ian Fleming, but who wrote the book 'Devil May Care' featuring 'James Bond'?",single_trivia_dev_6908
30,5,0,B,"Born in 1678, which Italian composer of choral works, over forty operas, and notably The Four Seasons violin concertos, was known as The Red Priest because of his auburn hair?",single_trivia_dev_2324
22,6,0,B,"Anne Reid and Derek Jacobi appear as Celia and Alan, two childhood sweethearts reunited via Facebook, in which BBC TV drama series?",single_trivia_dev_6293
10,2,0,B,The Blue Fairy is a character in which Disney classic?,single_trivia_dev_6142
12,0,0,B,"""An """"event horizon"""" is the defining feature of which astronomical phenonmenon ?""",single_trivia_dev_2088
13,3,0,B,Which Rugby Union team plays home games at the Liberty Stadium in Swansea?,single_trivia_dev_7735
31,1,0,C,All Scrabble tournament (and most club) games are played with a game clock and a set time control. Typically how long does each player have in which to make all plays?,single_trivia_dev_3049
23,2,0,B,Which artist used a terrace at St Thomas' Hospital as a vantage point for his series of paintings of the Houses of Parliament?,single_trivia_dev_4671
17,3,0,B,"According to the poet Dante, for whom were the tortures of the sixth Circle of Hell reserved?",single_trivia_dev_564
14,3,0,B,"In the first television series 'Men Behaving Badly', who played the part of 'Dermot'?",single_trivia_dev_7363
36,5,0,B,"What was the surname of the East London gangsters, whose christian names were Charles and Eddie, who in the 1960's ran their own scrapyard business and were seen as the main rivals to the Kray twins?",single_trivia_dev_2005
11,0,0,B,'Dismaland' was the temporary theme park/exhibition of which famous 'anonymous' artist?,single_trivia_dev_2686
20,2,0,B,"The temple of which of their gods was destroyed by Samson, as his last act of war against the Philistines?",single_trivia_dev_4434
23,0,0,B,If you box in a left handed stance is described as southpaw.  How is the stance of a right handed boxer usually described?,single_trivia_dev_482
9,1,0,B,In which town or city was Frederick Delius born?,single_trivia_dev_6692
8,2,0,B,"""What weapon is used in Tchaikovsky's """"1812 Overture""""?""",single_trivia_dev_4113
11,2,0,B,Who played `Wolfie' Smith in the TV comedy series Citizen Smith?,single_trivia_dev_5027
12,1,0,C,In which war was cowboy star Tom MIx shot in the mouth?,single_trivia_dev_184
10,2,0,C,Bob Hoskins played crime boss Harold Shand in which film?,single_trivia_dev_6120
17,3,1,B,Who is the author of a series of 21 historical novels featuring Jack Aubrey and Stephen Maturin?,single_trivia_dev_5929
7,1,0,B,Which country was formerly called Northern Rhodesia?,single_trivia_dev_1523
10,1,0,B,In which town or city is the University of Abertay?,single_trivia_dev_4969
9,2,1,B,Who was elected President of Ireland in November 2011?,single_trivia_dev_5651
16,4,0,B,"Kerry McCarthy, Doug Naysmith, Dawn Primarolo and Stephen Williams are MPs representing constituencies in which city?",single_trivia_dev_4770
12,1,0,B,"""What was the name of the store in """"Are You Being Served?""""?""",single_trivia_dev_4600
15,1,0,B,"""Which word completes the title of a Tony Hawks book: """"Round Ireland With A ....""""?""",single_trivia_dev_7091
13,1,0,B,"In his eponymous TV show, which comedian and actor played obstetrician Cliff Huxtable?",single_trivia_dev_1641
17,1,0,B,The French horse race called the Prix de l'Arc de Triomphe is run at which race course?,single_trivia_dev_3547
12,1,0,B,The rock musical ‘Rent’ is based on which opera by Giacomo Puccini?,single_trivia_dev_1304
11,2,1,B,Who was voted Time Magazine person of the century in 1999?,single_trivia_dev_5897
7,1,0,B,Which company makes the Crunchie chocolate bar,single_trivia_dev_8147
19,2,1,B,Who was the father of the apostles James and John who were sometimes known as the sons of thunder,single_trivia_dev_8035
16,3,0,B,"Which group, prominent in the 1990’s, featured Chris Novoselic on bass and Dave Grohl on drums/",single_trivia_dev_6963
10,1,0,B,Whose portrait was painted by the fictional artist Basil Hallward?,single_trivia_dev_5076
14,2,1,C,Who had a no. 1 hit in 2005 with the song 'You 're Beautiful'?,single_trivia_dev_5056
28,6,0,B,"The Equitable Life Assurance Building in New York City, built in 1870, and 130 feet (40 m) high, was the first office building to be equipped with what?",single_trivia_dev_3303
14,1,0,B,What type of exhibits can be seen in the museum at Crich in Derbyshire?,single_trivia_dev_5704
17,3,1,B,"Prior to Howard Webb in 2010, who was the last Englishman to referee a World Cup Final?",single_trivia_dev_5203
13,3,1,B,Who had a UK Top 10 chart hit in 1976 with 'Devil Woman'?,single_trivia_dev_1499
9,3,0,B,What did British mathematician Andrew Wiles prove in 1993?,single_trivia_dev_7573
16,3,0,B,What is the name of the 1978 movie starring Clint Eastwood and an orang-utan called Clyde?,single_trivia_dev_8400
23,1,1,B,"What is a navigation instrument used until the 18th century to measure the angles between heavenly bodies, or between them and the horizon?",single_trivia_dev_2985
18,4,1,B,"How long was the Hundred Years War, fought between England and France in the 14th and 15th centuries?",single_trivia_dev_2991
10,2,0,B,"""Who replaced Charlie Sheen on """"Two And A Half Men""""?""",single_trivia_dev_4413
7,0,0,B,"""Which sibling asked""""Am I my brothers keeper?""""?""",single_trivia_dev_7408
18,3,0,B,"Have raised over $1.46 billion to date, Jerry Lewis' annual Labor Day telethon raises money for what group?",single_trivia_dev_8703
25,8,0,B,"Which BBC TV programme of 4 series featured Rowan Atkinson, Pamela Stephenson, Mel Smith and Griff Rhys Jones, with Chris Langham in the first series?",single_trivia_dev_3663
13,1,0,B,"What Latin phrase means operational method, or the way a job is done?",single_trivia_dev_2740
12,1,0,B,Tolo TV is which country's leading independent TV company (as at 2010)?,single_trivia_dev_2908
12,1,0,C,Which French shoe designer once said; “red is more than a colour”?,single_trivia_dev_6123
6,0,0,B,What type of droid was C-3PO?,single_trivia_dev_4293
15,1,0,B,Which area of London is believed to derive its name from a former hunting cry?,single_trivia_dev_579
29,4,0,B,"On 21 May 2004, Pemba Dorjie set a new record for climbing to the top of Mt Everest from Basecamp in the fastest time. What was the new record?",single_trivia_dev_3382
9,0,0,B,How many square metres are there in a hectare?,single_trivia_dev_7792
16,3,0,B,"In 2012 , which town became the first in Essex to be granted city status ?",single_trivia_dev_2137
24,3,0,B,What is the name of the small sponge cake soaked in Rum and syrup said to have been invented by King Stanislaus of Poland?,single_trivia_dev_7082
10,1,0,B,Which porcelain manufacturer has two crossed swords as its mark?,single_trivia_dev_7302
9,2,0,B,Ligustrum Ovalifolium is the Latin name for which shrub?,single_trivia_dev_691
12,1,0,B,What is the main grape used in the production of Chianti wine?,single_trivia_dev_6110
27,5,0,B,Jews descended from the medieval Jewish communities along the Rhine in Germany from Alsace in the south to the Rhineland in the north are known as what?,single_trivia_dev_3688
9,0,0,C,What is the name for the study of hormones?,single_trivia_dev_4699
8,1,0,B,Which comic strip was created by Mary Tourtel?,single_trivia_dev_6101
7,2,0,B,Nell Gwynn was mistress to which King?,single_trivia_dev_8222
22,3,0,B,What is the title of the 1959 film in which Hayley Mills plays a young girl who befriends a murderous Polish sailor?,single_trivia_dev_1016
44,3,0,B,"Which Greek mathematician, from the 1st century BC, is best known for the theorem which bears his name and for leading a group who discovered square numbers and proposed that the earth was round, planets have an axis, and they travel around the sun?",single_trivia_dev_2975
17,3,0,B,"""Who sculpted Oscar Wilde's tomb, and the figures """"Day and Night"""" on the Headquarters of London Transport?""",single_trivia_dev_4474
14,5,0,B,Who played 'Juliet' opposite Leonardo Di Caprio in the 1996 film 'Romeo And Juliet'?,single_trivia_dev_7392
9,2,0,B,Which city is the setting of 1950s musical Kismet?,single_trivia_dev_2834
15,2,0,B,The First Time Ever I Saw Your Face was featured in which Clint Eastwood film?,single_trivia_dev_178
10,0,0,B,An axolotl is the larva or early form of what?,single_trivia_dev_2994
15,3,1,B,"In the UK, who was elected president of the National Union of Mineworkers in 1981?",single_trivia_dev_2292
12,1,0,B,What position did Will Sommers hold at the court of Henry VIII?,single_trivia_dev_4800
10,2,0,B,What country separates the city of Dandong and Dochon-ri village?,single_trivia_dev_4066
16,1,0,B,Angus Jones apologised for urging viewers not to watch which TV show in which he stars?,single_trivia_dev_1860
7,1,0,B,Frankie Fredericks represented which country at athletics,single_trivia_dev_7914
11,2,0,B,"What was the middle name of Mark Chapman, John Lennon’s killer?",single_trivia_dev_1721
19,3,1,B,"What was the name of the airship that burst into flames at Lakenhurst Naval Station, New Jersey in 1937?",single_trivia_dev_740
7,2,0,B,Who painted 'The Laughing Cavalier' in 1624?,single_trivia_dev_4875
8,2,0,B,What Pope took office on 21 June 1963?,single_trivia_dev_2956
